Ground Truth,Noised Signal,Model Output
-0.5331716207371895,-0.7118147520347528,-0.0061574638821184635
-0.5315759886622363,-0.3040783300462263,-0.008728673681616783
-0.5299784678677443,-0.6628704229059751,-0.014378868043422699
-0.5283790640297978,-0.8385276005057756,-0.02149428054690361
-0.5267777828311634,0.4478975513641763,-0.017413277179002762
-0.5251746299612865,-0.9833948666099669,-0.02575276792049408
-0.5235696111162631,-0.8496763608742184,-0.03285542502999306
-0.5219627319988097,-1.6790818850442835,-0.04706455022096634
-0.5203539983182617,-0.18584475016771834,-0.04822012037038803
-0.5187434157905438,-0.9072843288936155,-0.05560541898012161
-0.5171309901381409,-0.2328512819541787,-0.05708575248718262
-0.5155167270900953,0.05913526457361845,-0.056026190519332886
-0.513900632381978,-0.5146607474223178,-0.05994049459695816
-0.5122827117558588,-1.0368863455158217,-0.06833476573228836
-0.5106629709603041,-0.6761454956464881,-0.07352794706821442
-0.5090414157503478,-0.2140759396203215,-0.07467427849769592
-0.5074180518874608,0.7140453268876906,-0.06778118759393692
-0.5057928851395499,-0.9475086529378393,-0.075327567756176
-0.5041659212809276,-0.3412944885087652,-0.07755759358406067
-0.5025371660922822,1.2233718481544458,-0.06623140722513199
-0.500906625360676,-0.8169531299984245,-0.07266383618116379
-0.4992743048795155,-0.7067659080389574,-0.0780814066529274
-0.4976402104485215,-0.4344991396658358,-0.08109186589717865
-0.4960043478737271,0.2395378675313709,-0.07824288308620453
-0.49436672296744744,0.12534719071522418,-0.0764092355966568
-0.4927273415482502,-0.7570595123312547,-0.08222655951976776
-0.4910862094409535,-1.2465524760619127,-0.09222240000963211
-0.4894433324765954,-0.47080686946245326,-0.09541186690330505
-0.4877987164924045,0.44194600851685145,-0.09067521244287491
-0.4861523673317975,0.6629193678753342,-0.0840727686882019
-0.48450429084434915,0.5973065746924286,-0.07810157537460327
-0.4828544928857621,-0.9376703454932184,-0.08546604961156845
-0.481202979317865,-0.6744357338945066,-0.09048282355070114
-0.47954975600858185,-0.255086817836757,-0.09182403236627579
-0.47789482883190243,0.12223212761403929,-0.0898885577917099
-0.4762382036678796,0.09406134428699292,-0.08821558952331543
-0.47457988640259946,-1.430026752685844,-0.09974278509616852
-0.4729198829281506,-0.3624267889258142,-0.10192424058914185
-0.47125819914262246,-0.4786636145230685,-0.10509038716554642
-0.46959484095007453,-0.14603887154003953,-0.10534900426864624
-0.4679298142605063,-0.6957875213548832,-0.11036086082458496
-0.4662631249898547,-0.4108684752756915,-0.11286009848117828
-0.46459477905996427,0.23395249273290472,-0.10975757241249084
-0.46292478239855606,0.31561595196946457,-0.10597869753837585
-0.4612531409392257,-0.13494948859333672,-0.10613390803337097
-0.45957986062141304,-0.2422604508820836,-0.10721608251333237
-0.4579049473903713,-0.05273294164620057,-0.10664857923984528
-0.4562284071971681,-1.3510302970878008,-0.11731748282909393
-0.45455024599863936,-0.3841765652178039,-0.119520403444767
-0.45287046975738976,0.0987362093256259,-0.11752499639987946
-0.4511890844417625,-0.12535327751874537,-0.11748744547367096
-0.44950609602580816,-0.27650293160294814,-0.1187579557299614
-0.44782151048928304,-0.5878905081494923,-0.12271010875701904
-0.4461353338176179,1.4209300834314478,-0.10924742370843887
-0.4444475720018874,-0.005640431882315861,-0.10825474560260773
-0.44275823103880796,-0.7025881178438362,-0.1133006364107132
-0.4410673169307066,-0.639627577360234,-0.11775358021259308
-0.4393748356854904,-1.3164705065808848,-0.12801888585090637
-0.43768079331664417,-0.8449393871114652,-0.1341068148612976
-0.4359851958431993,0.661256953616657,-0.12710724771022797
-0.4342880492897031,-0.644639691008399,-0.13147172331809998
-0.4325893596862165,0.5150255415931918,-0.1257629096508026
-0.43088913306828275,-0.5679357580262488,-0.12947724759578705
-0.42918737547689684,-0.7799915990772694,-0.13499042391777039
-0.4274840929585029,0.5743495358619091,-0.12873528897762299
-0.4257792915649632,0.6049875389455779,-0.12227547913789749
-0.424072977353527,0.04508365919914064,-0.12072135508060455
-0.4223651563868285,-0.003796594053500635,-0.1196051836013794
-0.42065583473285517,-0.0819250203813656,-0.11917576938867569
-0.41894501846491716,0.25408211267990766,-0.11584409326314926
-0.4172327136616446,0.11192096971344256,-0.11377435177564621
-0.4155189264069564,-0.8202324542198922,-0.11978816986083984
-0.4138036627900293,-0.4680583101475529,-0.12269788980484009
-0.4120869289052949,-0.29088925598873505,-0.12404726445674896
-0.4103687308524091,-0.8216758283224794,-0.1299753338098526
-0.40864907473622025,-0.19038448689814205,-0.13038572669029236
-0.40692796666676695,-0.038488738744873824,-0.12947840988636017
-0.4052054127592467,-0.34559030496401033,-0.13123658299446106
-0.40348141913398444,0.2686699259041931,-0.1276644468307495
-0.40175599191643024,1.544877118970708,-0.11308715492486954
-0.4000291372371278,0.3913947877504003,-0.10862823575735092
-0.3983008612316829,-0.652220317326451,-0.11323998868465424
-0.39657117004076115,1.0062915524997995,-0.10346077382564545
-0.3948400698100564,-0.3208633320119054,-0.1052561029791832
-0.3931075666902591,0.021496645612174514,-0.10407274961471558
-0.39137366683705405,1.0845603440357303,-0.09370499849319458
-0.38963837641108867,0.26885958695361656,-0.09049312770366669
