Ground Truth,Noised Signal
-0.0011363636363636363,-0.03823028095838282
-0.0011363636363636363,-0.3346206752557007
-0.0011363636363636363,0.9196858356029405
-0.0011363636363636363,-0.24179271912845263
-0.0011363636363636363,0.7610049100225873
-0.0011363636363636363,-0.8250930207278495
-0.0011363636363636363,0.2456925860380368
-0.0011363636363636363,0.7683148731629699
-0.0011363636363636363,1.0012630787440602
-0.0011363636363636363,0.7454754261916408
-0.0011363636363636363,0.715636325704681
-0.0011363636363636363,1.7607981445143537
-0.0011363636363636363,3.5771629767182076
-0.0011363636363636363,1.4644734697912747
-0.0011363636363636363,-0.5593035547587075
-0.0011363636363636363,0.7762471973505869
-0.0011363636363636363,0.11511842677900641
-0.0011363636363636363,0.7663114425101232
-0.0011363636363636363,0.5699443914871368
-0.0011363636363636363,0.6653725424990233
-0.0011363636363636363,1.9462202490639529
-0.0011363636363636363,1.6595991955574387
-0.0011363636363636363,2.1542446795121446
-0.0011363636363636363,0.47081995694899903
-0.0011363636363636363,1.7864009140663835
-0.0011363636363636363,-0.19504284685507245
-0.0011363636363636363,1.1493831786134447
-0.0011363636363636363,1.3724431006680198
-0.0011363636363636363,0.5646307157818165
-0.0011363636363636363,0.1565847514978379
-0.0011363636363636363,0.34284661086993373
-0.0011363636363636363,1.8524675652778795
-0.0011363636363636363,1.8021371590689945
-0.0011363636363636363,-0.32719217707505555
-0.0011363636363636363,1.011230668570387
-0.0011363636363636363,1.6313686669834304
-0.0011363636363636363,0.5663572166159131
-0.0011363636363636363,1.903921194087455
-0.0011363636363636363,2.033134315339753
-0.0011363636363636363,1.6883957421325795
-0.0011363636363636363,-0.1999409811639581
-0.0011363636363636363,2.8620064824670335
-0.0011363636363636363,1.3918564029024094
-0.0011363636363636363,1.933337191443462
-0.0011363636363636363,1.6680594855648465
-0.0011363636363636363,1.4805148508477226
-0.0011363636363636363,-0.31220418383935755
-0.0011363636363636363,0.3324478252856047
-0.0011363636363636363,1.9528612897797486
-0.0011363636363636363,1.409679347374782
-0.0011363636363636363,-0.49340895704848386
-0.0011363636363636363,-0.6939419489511417
-0.0011363636363636363,0.6057317420601339
-0.0011363636363636363,1.0232530542745448
-0.0011363636363636363,0.17853009513803175
-0.0011363636363636363,0.8419773624406809
-0.0011363636363636363,0.686075424860935
