Ground Truth,Noised Signal
0.17316688909266134,0.05657868337711332
0.1713101039382728,-0.8470282525191533
0.16945271010942842,-0.7893997160686749
0.16759471420552546,-0.9288317975790389
0.16573612282810038,-0.18594816593019486
0.16387694258088945,-1.0003952514936159
0.16201718006963717,0.3027266038348798
0.16015684190215684,0.09473388004778927
0.15829593468839123,-0.12712458081796038
0.15643446504022085,0.5432663839943329
0.1545724395715245,-1.3480582441395854
0.15270986489824007,0.6148233652087424
0.1508467476381726,-0.9248512212608805
0.14898309441105495,-0.7517493733308225
0.1471189118386086,-0.2785269496764875
0.1452542065443515,-0.8966305201978733
0.14338898515365886,-0.5294253321073232
0.14152325429382398,-1.572156645080822
0.13965702059386595,-0.797268012423832
0.13779029068459048,-1.127081690371277
0.1359230711986507,-0.34145239758679613
0.13405536877035495,-1.0075861370700696
0.1321871900357273,0.026419725853807585
0.13031854163256876,-0.9340549112816228
0.12844943020026459,0.47862620453580396
0.12657986237984517,0.043534724053124196
0.12470984481404705,-0.23128674566573357
0.12283938414712017,-1.4553149552577334
0.12096848702488881,-0.278844862736351
0.11909716009481261,0.7008822169201403
0.11722541000579376,-0.9236474865802398
0.1153532434082379,-1.143169529676958
0.11348066695411525,-0.38091904206647964
0.11160768729676758,-0.7592071306287003
0.10973431109096925,-1.68604039922874
0.10786054499298832,-0.3425613323792889
0.10598639566039342,-1.9731002240403892
0.1041118697521148,0.4723702505798897
0.10223697392850553,-0.07429386474473035
0.10036171485114821,-1.1294301320667015
0.09848609918291605,0.10544872318771481
0.09661013358803412,-1.1838655742860626
0.09473382473188595,-1.0971781084745875
0.09285717928107469,-0.6788675436566672
0.0909802039034843,-0.2179455726593098
0.08910290526808612,-0.045967624011491556
0.08722529004500001,-0.18727144336323595
0.08534736490555563,0.1462287797145308
0.08346913652209885,-1.0290512790894255
0.08159061156805297,-1.783837906749051
0.07971179671798002,-1.426192223887956
0.07783269864738702,-1.4569626469940276
0.07595332403278733,-1.3295878301336836
0.07407367955176186,-0.3339012450778698
0.07219377188276539,-1.1333691689732681
0.07031360770518778,0.5638312329675432
0.06843319369941536,-1.1751260839884525
0.06655253654663702,-0.0010046266093260425
0.06467164292890562,-0.6521828399067974
0.06279051952919919,-1.8946702804271953
0.06090917303122719,-0.014835096414858528
0.059027610119491696,-0.7960948346806975
0.05714583747934884,-0.7279621104479034
0.05526386179681484,-0.06906548150881445
0.053381689758627296,-1.1484348321788598
0.05149932805230663,-0.8582306396606512
0.049616783365962015,-0.9681753305782901
0.04773406238835275,-1.2158090313440166
0.045851171808949695,-1.0324286791857722
0.04396811831774113,-0.6608036166780922
0.04208490860529416,0.08766727178873115
0.040201549362816155,-1.190274877710045
0.038318047281960574,0.25490311383269637
0.036434409054888386,-0.919044359058482
0.034550641374329505,-0.587527450075122
0.0326667509333886,-1.1991580353889697
0.03078274442560648,-1.2902939945847913
0.02889862854502161,-0.530697831541963
0.02701440998597581,-0.08675572274700959
0.02513009544317573,0.04410636127017428
0.023245691611754285,-0.41522287847593703
0.021361205187076415,-0.5619627402347109
0.019476642864800497,0.40021640950096354
0.017592011340939837,0.0022719490598767933
0.015707317311668363,-0.2598302984913681
0.01382256747338209,-0.5629036836749866
0.011937768522760581,-1.7313210435193125
0.01005292715657264,-0.3124726480888359
0.008168050071737777,-0.654725432207688
0.006283143965387669,-0.04519818322969038
0.004398215534671851,-0.029923615460505704
