1.7716752,2.3510032,2.2885742,2.7869554,1.7712862
1.771666,2.3161144,2.2576356,2.738973,1.7712804
1.7716318,2.2123117,2.1645432,2.600089,1.7712592
1.771662,2.297844,2.2419024,2.7091846,1.7712781
1.7716823,2.361666,2.2999017,2.7837484,1.7712908
1.7716984,2.4278507,2.3581061,2.875198,1.7713009
1.7717016,2.4470067,2.374232,2.9070032,1.7713027
1.7717139,2.509987,2.4279468,3.0041058,1.7713106
1.7717284,2.5694227,2.4811351,3.0710156,1.7713196
1.7717175,2.5135376,2.4322422,2.9996371,1.7713127
1.7717243,2.545258,2.4601004,3.0395937,1.771317
1.771772,2.816884,2.6970582,3.3656847,1.7713473
1.7717713,2.8542845,2.7246535,3.4380717,1.7713467
1.7717872,2.9681733,2.8220417,3.5676692,1.7713567
1.771775,2.916003,2.7743225,3.5250437,1.7713492
1.7717875,3.015396,2.8580146,3.6408842,1.771357
1.7717901,2.982418,2.834783,3.581164,1.7713586
1.7717814,2.95829,2.8101332,3.5758939,1.7713532
1.7717702,2.8485363,2.719395,3.431765,1.7713461
1.7718043,3.1506495,2.9709115,3.8028135,1.7713674
1.7718323,3.4627588,3.226436,4.1537023,1.7713852
1.7718316,3.4762979,3.2345595,4.177143,1.771385
1.7718434,3.8099473,3.4793098,4.61237,1.7713921
1.7718536,4.100415,3.6885867,4.955875,1.7713987
1.7718399,3.7935016,3.4628549,4.606908,1.7713901
1.771815,3.330846,3.1099293,4.0518084,1.7713742
1.7717822,2.9874656,2.831385,3.6298828,1.7713535
1.771792,3.0406005,2.8791134,3.6755548,1.77136
1.7718102,3.1773016,2.9959886,3.8195643,1.7713712
1.7718344,3.482833,3.2430708,4.172351,1.7713865
1.7718444,3.7335837,3.4312418,4.483692,1.771393
1.7718027,3.3336678,3.1062987,4.062394,1.7713667
1.7717997,3.219892,3.0234067,3.882636,1.7713647
1.7717859,3.0137358,2.858687,3.6177993,1.7713561
1.7717717,2.8546984,2.727224,3.4170089,1.7713473
1.7717595,2.7598927,2.6464233,3.3013685,1.7713393
1.7717884,3.0108917,2.8527865,3.6505075,1.7713575
1.7717555,2.7656336,2.646883,3.3430338,1.7713367
1.7716999,2.4777057,2.3996313,2.959586,1.771302
1.7717023,2.4624865,2.3882124,2.9235592,1.7713033
1.7716789,2.3669531,2.303529,2.8,1.7712888
1.771741,2.6222327,2.534902,3.0750577,1.7713281
1.7716931,2.4522226,2.3832803,2.876167,1.7712982
1.7717026,2.5031781,2.4259033,2.9570146,1.771304
1.7716602,2.3367724,2.2783773,2.7413301,1.7712774
1.7716498,2.3012223,2.2463427,2.695131,1.771271
1.7715693,2.0696507,2.0356674,2.3996136,1.7712202
1.7715622,2.0585213,2.0253673,2.3864324,1.7712157
1.7715284,1.9994987,1.9715881,2.3018866,1.7711948
1.7715366,2.0111713,1.9824538,2.3153942,1.7712
1.7714895,1.947875,1.9250172,2.2201862,1.771171
1.7714916,1.9493796,1.9263868,2.2217433,1.7711722
1.7714814,1.9364594,1.9145435,2.2031848,1.771166
1.771483,1.9377422,1.9156572,2.205551,1.7711669
1.7714822,1.9345148,1.9126788,2.2001035,1.7711664
1.7715127,1.9727083,1.9472828,2.2598228,1.7711852
1.7715087,1.967434,1.9424076,2.2530465,1.7711828
1.7715172,1.9793158,1.9531045,2.2724638,1.771188
1.7715113,1.9717681,1.9461787,2.2622907,1.7711843
1.7715161,1.9776984,1.9516982,2.269194,1.7711872
1.7714909,1.9450123,1.9219476,2.2205415,1.7711717
1.7714967,1.9520782,1.9284351,2.230191,1.7711753
1.7714934,1.9475957,1.9243207,2.2237039,1.7711734
1.771493,1.9468552,1.9235944,2.2233584,1.7711729
1.7714541,1.9043399,1.8851708,2.1558638,1.7711489
1.7714703,1.9222809,1.9015514,2.1823092,1.7711592
1.7714365,1.8879987,1.8705888,2.127244,1.7711384
1.771408,1.8619986,1.8471298,2.084529,1.7711209
1.7713865,1.8431127,1.8300214,2.0537279,1.7711078
1.7713917,1.8464875,1.8329612,2.0602398,1.7711108
1.7713755,1.8311086,1.8188138,2.0368567,1.771101
1.7713971,1.8484788,1.8345176,2.0650165,1.7711141
1.7714158,1.863722,1.8481792,2.0913045,1.7711257
1.7714002,1.8532882,1.8390467,2.0721726,1.7711161
1.7714138,1.8648924,1.8495437,2.0905476,1.7711244
1.7714105,1.8617727,1.8466773,2.0861807,1.7711223
1.7714128,1.863155,1.8479037,2.0881412,1.7711238
1.7713934,1.8474967,1.8338438,2.0618966,1.771112
1.7713813,1.8401796,1.827503,2.0479453,1.7711046
1.7714293,1.8923601,1.8763129,2.113675,1.7711343
1.7714357,1.8969301,1.8801079,2.1249444,1.771138
1.7714194,1.8810139,1.8655431,2.1018336,1.771128
1.7714436,1.9025109,1.8847463,2.1386714,1.7711428
1.7714546,1.9088488,1.8897141,2.1581278,1.7711495
1.7714313,1.8782046,1.8612543,2.11552,1.7711352
1.7714375,1.8840399,1.8665401,2.1247973,1.7711388
1.7714514,1.897072,1.8782032,2.147516,1.7711473
1.7714845,1.9392849,1.917406,2.2027788,1.7711679
1.771471,1.9258882,1.9051957,2.1842253,1.7711596
1.7714801,1.9359769,1.9143258,2.1998358,1.7711651
1.7714871,1.9440414,1.9215795,2.2129178,1.7711694
1.7714838,1.9397883,1.917597,2.207992,1.7711674
1.7714984,1.9585712,1.9351518,2.2298267,1.7711766
1.771534,2.0068758,1.9788355,2.3050923,1.7711983
1.7715615,2.054432,2.0223887,2.3704197,1.7712156
1.7715893,2.1080768,2.0711164,2.4463284,1.7712326
1.7716472,2.2470922,2.196942,2.6352825,1.7712687
1.7716702,2.319556,2.261982,2.7310896,1.7712833
1.7716525,2.2786646,2.2245483,2.6859875,1.7712722
1.7716427,2.2518427,2.2002838,2.6512587,1.771266
1.7716552,2.2855675,2.230878,2.692119,1.771274
1.7716198,2.1838534,2.1392968,2.5566988,1.7712518
1.7715905,2.112143,2.0742252,2.4596944,1.7712334
1.7715944,2.120795,2.0818946,2.4736965,1.7712358
1.7715954,2.1217563,2.0828216,2.4741488,1.7712364
1.7716324,2.2093098,2.1639838,2.5730393,1.7712597
1.7716575,2.283421,2.2303243,2.6755888,1.7712753
1.7716814,2.3664463,2.3036954,2.7934108,1.7712903
1.771693,2.4158595,2.3463123,2.8700337,1.7712973
1.7716836,2.3912349,2.3236163,2.8457656,1.7712915
1.7716762,2.3461564,2.2846012,2.7777586,1.771287
1.7717197,2.5133321,2.4351137,2.973297,1.7713143
1.7717527,2.6902444,2.590048,3.1901445,1.771335
1.7718138,3.1825044,3.0080833,3.7697809,1.7713739
1.7718208,3.4252167,3.186507,4.1482515,1.7713782
1.7718093,3.3590462,3.127575,4.0910873,1.7713709
1.7718155,3.3386986,3.1207345,4.0290127,1.7713748
1.7717904,3.0684507,2.9005976,3.7082226,1.771359
1.7717388,2.6463723,2.546604,3.1780758,1.7713263
1.7717705,2.836374,2.7113538,3.4024436,1.7713463
1.7717584,2.7804086,2.6613219,3.3466861,1.7713387
